Reward,Action,Angle,AngleSpeed
-0.10285327629869263,-1.2823581192104057,0.29795025260240116,-0.21059272972458576
-0.09487836873892182,-1.2919310863206968,0.28873968504657455,-0.18421135111653222
-0.08843749104758619,-1.2936394933571005,0.2805047328869525,-0.16469904319244127
-0.0831018400649773,-1.3062761615164458,0.2728542353770029,-0.15300995019899272
-0.07844879564378665,-1.2876946045658195,0.265651572412454,-0.14405325929097737
-0.07427789711631501,-1.2774995263679718,0.2587128395060601,-0.13877465812787812
-0.07047963105990915,-1.2733645042837078,0.25181773932769475,-0.13790200356730767
-0.06690243296896498,-1.2603820333797446,0.24481345314019218,-0.1400857237500516
-0.06341164224320013,-1.2311029221464298,0.23766497045525206,-0.14296965369880235
-0.06020413676433778,-1.2943980821085541,0.2296372725644528,-0.16055395781598522
-0.05696013933188748,-1.2841748494691216,0.2205141757912885,-0.18246193546328565
-0.05359337064817547,-1.2797004078936836,0.20999575259846787,-0.21036846385641267
-0.0501018289072903,-1.2562339508876395,0.19787266523977295,-0.24246174717389843
-0.04656135161779446,-1.236523386127936,0.18384755072731043,-0.28050229024925066
-0.043006236372588,-1.1567890821794158,0.16800202912819048,-0.31691043198239877
-0.03939791073503434,-1.0630177580444782,0.1504543559578412,-0.3509534634069856
-0.03601069680982103,-1.0282753694397138,0.13081539393157116,-0.39277924052540086
-0.03348338031602581,-0.9711641713853634,0.10878429860689595,-0.4406219064935042
-0.032083963725984856,-0.9138783586416108,0.08397048557489152,-0.4962762606400886
-0.03246411270385005,-0.8854702528464942,0.05566083966338237,-0.566192918230183
-0.03582429523115604,-0.8177555219759738,0.023304231213463096,-0.6471321689983854
-0.04294986848821904,-0.727170461799018,-0.013632326128730415,-0.7387311468438702
-0.05517901315406739,-0.6486926133858324,-0.0559452744673185,-0.8462589667717616
-0.07506776748713963,-0.5678643039979245,-0.10461405866438481,-0.973375683941326
-0.10588258672077284,-0.4387063274140275,-0.1604890157637413,-1.1174991419871299
-0.1507389735890258,-0.31908646792710105,-0.22474965726941026,-1.285212830113379
-0.21569297717993277,-0.058024722414730334,-0.29780282128786084,-1.461063280369012
-0.3021660561880259,0.09457746428453784,-0.38114992120022173,-1.6669419982472171
-0.4231825810443581,0.194309190159333,-0.47698925650235474,-1.9167867060426604
-0.5949309870061426,0.07147406023358127,-0.5895090328201757,-2.2503955263564204
-0.8539561186308079,-0.08494910081958462,-0.7235141645668544,-2.680102634933572
-1.241770405140366,-0.051433779809058056,-0.882730895816057,-3.1843346249840527
-1.7932268800558933,-0.1197716178490087,-1.0718137640538816,-3.7816573647564935
-2.578892253594109,-0.119441772662362,-1.2947200665736043,-4.458126050394452
-3.6641686637738387,-0.6162993306149369,-1.558328578514652,-5.272170238820952
-5.2119658613264335,-3.1873350890894714,-1.8744341759044445,-6.322111947795852
-7.514413427844881,-3.387863862875558,-2.2413243399997613,-7.337803281906332
-10.411870497470899,-3.3886545598647912,-2.6413243399997612,-8.0
-13.380594269075173,-3.384254349813343,-3.041324339999761,-8.0
-15.653653741074983,-3.4241354735073353,-3.441324339999761,-8.0
-14.480173756780248,-3.43869136840185,-3.841324339999761,-8.0
-12.366684983036391,-3.427547544076837,-4.232173873256095,-7.816990665126682
-10.317312501205224,0.3609615665982837,-4.587057610877951,-7.097674752437102
-7.91484268826841,0.5429889212566481,-4.900663070364731,-6.272109189735598
-5.845644228822538,0.5840588484149507,-5.17305076126959,-5.447753818097187
-4.20053406440658,0.5772245009867984,-5.40751832448101,-4.689351264228388
-2.9660887030411702,0.5426882352722615,-5.609116818479452,-4.03196987996885
-2.080399543759049,0.5942263903295697,-5.7828522467365415,-3.4747085651417864
-1.458057925166748,0.6039805687895008,-5.93406840322604,-3.0243231297899777
-1.0368990827212814,0.6028521849566937,-6.067935613921044,-2.677344213900088
-0.7634672037567767,0.5635329080472791,-6.189566651578186,-2.4326207531428365
-0.60083206638622,0.5506730858543518,-6.303562067486261,-2.2799083181614943
-0.5205040457184129,0.539109854871693,-6.41427823511613,-2.2143233525973587
-0.5077934976715374,0.5341824882574848,-6.525889950484378,-2.2322343073649633
-0.5575002258384697,0.5546905975855707,-6.642353819241974,-2.3292773751519285
-0.6718459824231151,0.5391227379176968,-6.767955364640264,-2.512030907965817
-0.8663009388896259,0.5186540481283022,-6.907142189279636,-2.7837364927874284
-1.1644350269018655,0.4403976092180155,-7.064935445273386,-3.155865119875013
-1.6071474680420381,0.25636721317206645,-7.247225542356968,-3.6458019416716216
-2.2586014779567174,0.20179971803781993,-7.458808467739959,-4.231658507659831
-3.1727894628113855,0.0792125018057217,-7.704407171162145,-4.911974068443704
-4.435829913457727,-1.791480362530142,-8.000523274049273,-5.922322057742582
